concept,fiscal_year,period_end,value,unit
AssetDisposalIncome,2007,2007-12-31,0.0,CNY
AssetDisposalIncome,2008,2008-12-31,0.0,CNY
AssetDisposalIncome,2009,2009-12-31,0.0,CNY
AssetDisposalIncome,2010,2010-12-31,0.0,CNY
AssetDisposalIncome,2011,2011-12-31,0.0,CNY
AssetDisposalIncome,2012,2012-12-31,0.0,CNY
AssetDisposalIncome,2013,2013-12-31,0.0,CNY
AssetDisposalIncome,2014,2014-12-31,0.0,CNY
AssetDisposalIncome,2015,2015-12-31,0.0,CNY
AssetDisposalIncome,2016,2016-12-31,0.0,CNY
AssetDisposalIncome,2017,2017-12-31,0.0,CNY
AssetDisposalIncome,2018,2018-12-31,42600.0,CNY
AssetDisposalIncome,2019,2019-12-31,-656600.0,CNY
AssetDisposalIncome,2020,2020-12-31,-954599.9999999999,CNY
AssetDisposalIncome,2021,2021-12-31,35195400.0,CNY
AssetDisposalIncome,2022,2022-12-31,3405100.0,CNY
AssetDisposalIncome,2023,2023-12-31,-512299.99999999994,CNY
AssetDisposalIncome,2024,2024-12-31,42783700.0,CNY
AssetDisposalIncome,2025,2025-12-31,617200.0,CNY
AssetImpairmentLoss,2007,2007-12-31,-1589100.0,CNY
AssetImpairmentLoss,2008,2008-12-31,707300.0,CNY
AssetImpairmentLoss,2009,2009-12-31,2413400.0,CNY
AssetImpairmentLoss,2010,2010-12-31,1280400.0,CNY
AssetImpairmentLoss,2011,2011-12-31,1099400.0,CNY
AssetImpairmentLoss,2012,2012-12-31,2663300.0,CNY
AssetImpairmentLoss,2013,2013-12-31,2683800.0,CNY
AssetImpairmentLoss,2014,2014-12-31,2502000.0,CNY
AssetImpairmentLoss,2015,2015-12-31,18919500.0,CNY
AssetImpairmentLoss,2016,2016-12-31,48737600.0,CNY
AssetImpairmentLoss,2017,2017-12-31,59465900.0,CNY
AssetImpairmentLoss,2018,2018-12-31,559000000.0,CNY
AssetImpairmentLoss,2019,2019-12-31,380000000.0,CNY
AssetImpairmentLoss,2020,2020-12-31,19281700.0,CNY
AssetImpairmentLoss,2021,2021-12-31,104000000.0,CNY
AssetImpairmentLoss,2022,2022-12-31,50432700.00000001,CNY
AssetImpairmentLoss,2023,2023-12-31,126000000.0,CNY
AssetImpairmentLoss,2024,2024-12-31,108000000.0,CNY
AssetImpairmentLoss,2025,2025-12-31,31252000.0,CNY
CashAndCashEquivalentsAtCarryingValue,2007,2007-12-31,1774000.0,CNY
CashAndCashEquivalentsAtCarryingValue,2008,2008-12-31,44589700.0,CNY
CashAndCashEquivalentsAtCarryingValue,2009,2009-12-31,81041100.0,CNY
CashAndCashEquivalentsAtCarryingValue,2010,2010-12-31,83574900.0,CNY
CashAndCashEquivalentsAtCarryingValue,2011,2011-12-31,793000000.0,CNY
CashAndCashEquivalentsAtCarryingValue,2012,2012-12-31,617000000.0,CNY
CashAndCashEquivalentsAtCarryingValue,2013,2013-12-31,447000000.0,CNY
