concept,fiscal_year,period_end,value,unit
AssetDisposalIncome,2003,2003-12-31,0.0,CNY
AssetDisposalIncome,2004,2004-12-31,0.0,CNY
AssetDisposalIncome,2005,2005-12-31,0.0,CNY
AssetDisposalIncome,2006,2006-12-31,0.0,CNY
AssetDisposalIncome,2007,2007-12-31,0.0,CNY
AssetDisposalIncome,2008,2008-12-31,0.0,CNY
AssetDisposalIncome,2009,2009-12-31,0.0,CNY
AssetDisposalIncome,2010,2010-12-31,0.0,CNY
AssetDisposalIncome,2011,2011-12-31,0.0,CNY
AssetDisposalIncome,2012,2012-12-31,0.0,CNY
AssetDisposalIncome,2013,2013-12-31,0.0,CNY
AssetDisposalIncome,2014,2014-12-31,0.0,CNY
AssetDisposalIncome,2015,2015-12-31,0.0,CNY
AssetDisposalIncome,2016,2016-12-31,990400.0000000001,CNY
AssetDisposalIncome,2017,2017-12-31,37077200.0,CNY
AssetDisposalIncome,2018,2018-12-31,38091500.0,CNY
AssetDisposalIncome,2019,2019-12-31,-3431600.0000000005,CNY
AssetDisposalIncome,2020,2020-12-31,6357600.0,CNY
AssetDisposalIncome,2021,2021-12-31,-2872000.0,CNY
AssetDisposalIncome,2022,2022-12-31,2551700.0,CNY
AssetDisposalIncome,2023,2023-12-31,5597200.0,CNY
AssetDisposalIncome,2024,2024-12-31,24148900.0,CNY
AssetDisposalIncome,2025,2025-12-31,25371200.0,CNY
AssetImpairmentLoss,2003,2003-12-31,0.0,CNY
AssetImpairmentLoss,2004,2004-12-31,0.0,CNY
AssetImpairmentLoss,2005,2005-12-31,0.0,CNY
AssetImpairmentLoss,2006,2006-12-31,2517000.0,CNY
AssetImpairmentLoss,2007,2007-12-31,2158900.0,CNY
AssetImpairmentLoss,2008,2008-12-31,7106799.999999999,CNY
AssetImpairmentLoss,2009,2009-12-31,-2364600.0,CNY
AssetImpairmentLoss,2010,2010-12-31,9342200.0,CNY
AssetImpairmentLoss,2011,2011-12-31,5149800.0,CNY
AssetImpairmentLoss,2012,2012-12-31,295400.0,CNY
AssetImpairmentLoss,2013,2013-12-31,10314800.0,CNY
AssetImpairmentLoss,2014,2014-12-31,21403600.0,CNY
AssetImpairmentLoss,2015,2015-12-31,204999999.99999997,CNY
AssetImpairmentLoss,2016,2016-12-31,162000000.0,CNY
AssetImpairmentLoss,2017,2017-12-31,81258100.0,CNY
AssetImpairmentLoss,2018,2018-12-31,149000000.0,CNY
