concept,fiscal_year,period_end,value,unit
CashAndCashEquivalentsAtCarryingValue,2025,2025-12-31,463000000.0,CNY
CostOfRevenue,2012,2012-12-31,106000000.0,CNY
CostOfRevenue,2013,2013-12-31,96477000.0,CNY
CostOfRevenue,2014,2014-12-31,109000000.00000001,CNY
CostOfRevenue,2015,2015-12-31,124000000.0,CNY
CostOfRevenue,2016,2016-12-31,138000000.0,CNY
CostOfRevenue,2017,2017-12-31,169000000.0,CNY
CostOfRevenue,2018,2018-12-31,176000000.0,CNY
CostOfRevenue,2019,2019-12-31,229000000.0,CNY
CostOfRevenue,2020,2020-12-31,239000000.0,CNY
CostOfRevenue,2021,2021-12-31,312000000.0,CNY
CostOfRevenue,2022,2022-12-31,364000000.0,CNY
CostOfRevenue,2023,2023-12-31,461000000.00000006,CNY
CostOfRevenue,2024,2024-12-31,558000000.0,CNY
CostOfRevenue,2025,2025-12-31,575000000.0,CNY
CreditImpairmentLoss,2012,2012-12-31,0.0,CNY
CreditImpairmentLoss,2013,2013-12-31,0.0,CNY
CreditImpairmentLoss,2014,2014-12-31,0.0,CNY
CreditImpairmentLoss,2015,2015-12-31,0.0,CNY
CreditImpairmentLoss,2016,2016-12-31,0.0,CNY
CreditImpairmentLoss,2017,2017-12-31,0.0,CNY
CreditImpairmentLoss,2018,2018-12-31,0.0,CNY
CreditImpairmentLoss,2019,2019-12-31,427900.0,CNY
CreditImpairmentLoss,2020,2020-12-31,2987600.0,CNY
CreditImpairmentLoss,2021,2021-12-31,3172600.0,CNY
CreditImpairmentLoss,2022,2022-12-31,5911200.0,CNY
CreditImpairmentLoss,2023,2023-12-31,18347000.0,CNY
CreditImpairmentLoss,2024,2024-12-31,6384000.0,CNY
CreditImpairmentLoss,2025,2025-12-31,5203600.0,CNY
CurrentPortionLongTermDebt,2012,2012-12-31,0.0,CNY
CurrentPortionLongTermDebt,2013,2013-12-31,0.0,CNY
CurrentPortionLongTermDebt,2014,2014-12-31,0.0,CNY
CurrentPortionLongTermDebt,2015,2015-12-31,0.0,CNY
CurrentPortionLongTermDebt,2016,2016-12-31,0.0,CNY
CurrentPortionLongTermDebt,2017,2017-12-31,0.0,CNY
CurrentPortionLongTermDebt,2018,2018-12-31,0.0,CNY
CurrentPortionLongTermDebt,2019,2019-12-31,0.0,CNY
CurrentPortionLongTermDebt,2020,2020-12-31,0.0,CNY
CurrentPortionLongTermDebt,2021,2021-12-31,0.0,CNY
CurrentPortionLongTermDebt,2022,2022-12-31,9839300.0,CNY
CurrentPortionLongTermDebt,2023,2023-12-31,8529200.0,CNY
CurrentPortionLongTermDebt,2024,2024-12-31,7976900.000000001,CNY
CurrentPortionLongTermDebt,2025,2025-12-31,7127700.0,CNY
FairValueChangeIncome,2012,2012-12-31,0.0,CNY
FairValueChangeIncome,2013,2013-12-31,0.0,CNY
FairValueChangeIncome,2014,2014-12-31,0.0,CNY
FairValueChangeIncome,2015,2015-12-31,0.0,CNY
FairValueChangeIncome,2016,2016-12-31,0.0,CNY
FairValueChangeIncome,2017,2017-12-31,0.0,CNY
FairValueChangeIncome,2018,2018-12-31,0.0,CNY
FairValueChangeIncome,2019,2019-12-31,0.0,CNY
FairValueChangeIncome,2020,2020-12-31,0.0,CNY
FairValueChangeIncome,2021,2021-12-31,2310000.0,CNY
FairValueChangeIncome,2022,2022-12-31,1511900.0,CNY
FairValueChangeIncome,2023,2023-12-31,8880000.0,CNY
FairValueChangeIncome,2024,2024-12-31,15969600.0,CNY
FairValueChangeIncome,2025,2025-12-31,5644700.0,CNY
FinanceExpense,2012,2012-12-31,305600.0,CNY
FinanceExpense,2013,2013-12-31,1768800.0,CNY
FinanceExpense,2014,2014-12-31,171500.0,CNY
FinanceExpense,2015,2015-12-31,-879100.0,CNY
FinanceExpense,2016,2016-12-31,-754900.0,CNY
FinanceExpense,2017,2017-12-31,-389600.0,CNY
FinanceExpense,2018,2018-12-31,143100.0,CNY
FinanceExpense,2019,2019-12-31,223900.0,CNY
FinanceExpense,2020,2020-12-31,-232900.0,CNY
FinanceExpense,2021,2021-12-31,-998500.0,CNY
FinanceExpense,2022,2022-12-31,-2932200.0000000005,CNY
FinanceExpense,2023,2023-12-31,-2341600.0,CNY
FinanceExpense,2024,2024-12-31,-1686399.9999999998,CNY
FinanceExpense,2025,2025-12-31,1284199.9999999998,CNY
GeneralAndAdministrativeExpense,2012,2012-12-31,38344500.0,CNY
GeneralAndAdministrativeExpense,2013,2013-12-31,34069100.0,CNY
GeneralAndAdministrativeExpense,2014,2014-12-31,34643000.0,CNY
GeneralAndAdministrativeExpense,2015,2015-12-31,42241300.0,CNY
GeneralAndAdministrativeExpense,2016,2016-12-31,43970500.0,CNY
GeneralAndAdministrativeExpense,2017,2017-12-31,20917000.0,CNY
GeneralAndAdministrativeExpense,2018,2018-12-31,23779000.0,CNY
GeneralAndAdministrativeExpense,2019,2019-12-31,27343700.0,CNY
GeneralAndAdministrativeExpense,2020,2020-12-31,30122900.0,CNY
GeneralAndAdministrativeExpense,2021,2021-12-31,46774700.0,CNY
GeneralAndAdministrativeExpense,2022,2022-12-31,65068900.0,CNY
GeneralAndAdministrativeExpense,2023,2023-12-31,66593800.0,CNY
GeneralAndAdministrativeExpense,2024,2024-12-31,61126600.0,CNY
GeneralAndAdministrativeExpense,2025,2025-12-31,40199000.0,CNY
Goodwill,2012,2012-12-31,15439761.71,CNY
Goodwill,2013,2013-12-31,15439761.71,CNY
Goodwill,2014,2014-12-31,15439761.71,CNY
Goodwill,2015,2015-12-31,15439761.71,CNY
Goodwill,2016,2016-12-31,13195961.71,CNY
Goodwill,2017,2017-12-31,13195961.71,CNY
Goodwill,2018,2018-12-31,7332107.01,CNY
Goodwill,2019,2019-12-31,7332100.0,CNY
Goodwill,2020,2020-12-31,7332107.01,CNY
Goodwill,2021,2021-12-31,7332107.01,CNY
Goodwill,2022,2022-12-31,45823052.01,CNY
Goodwill,2023,2023-12-31,46172988.65,CNY
Goodwill,2024,2024-12-31,37000235.4,CNY
Goodwill,2025,2025-12-31,19468060.08,CNY
IncomeLossBeforeIncomeTaxes,2012,2012-12-31,40491100.0,CNY
IncomeLossBeforeIncomeTaxes,2013,2013-12-31,31746600.0,CNY
IncomeLossBeforeIncomeTaxes,2014,2014-12-31,47524799.99999999,CNY
IncomeLossBeforeIncomeTaxes,2015,2015-12-31,45105900.0,CNY
IncomeLossBeforeIncomeTaxes,2016,2016-12-31,45957299.99999999,CNY
IncomeLossBeforeIncomeTaxes,2017,2017-12-31,45953500.0,CNY
IncomeLossBeforeIncomeTaxes,2018,2018-12-31,35142000.0,CNY
IncomeLossBeforeIncomeTaxes,2019,2019-12-31,63655800.0,CNY
IncomeLossBeforeIncomeTaxes,2020,2020-12-31,89147300.0,CNY
IncomeLossBeforeIncomeTaxes,2021,2021-12-31,148000000.0,CNY
IncomeLossBeforeIncomeTaxes,2022,2022-12-31,159000000.0,CNY
IncomeLossBeforeIncomeTaxes,2023,2023-12-31,61553900.0,CNY
IncomeLossBeforeIncomeTaxes,2024,2024-12-31,135000000.0,CNY
IncomeLossBeforeIncomeTaxes,2025,2025-12-31,70382900.0,CNY
IncomeTaxExpenseBenefit,2012,2012-12-31,6569400.000000001,CNY
IncomeTaxExpenseBenefit,2013,2013-12-31,10158200.0,CNY
IncomeTaxExpenseBenefit,2014,2014-12-31,7203700.0,CNY
IncomeTaxExpenseBenefit,2015,2015-12-31,5495400.0,CNY
IncomeTaxExpenseBenefit,2016,2016-12-31,4620400.0,CNY
IncomeTaxExpenseBenefit,2017,2017-12-31,3357600.0,CNY
IncomeTaxExpenseBenefit,2018,2018-12-31,1672200.0,CNY
IncomeTaxExpenseBenefit,2019,2019-12-31,4886800.0,CNY
IncomeTaxExpenseBenefit,2020,2020-12-31,5757400.0,CNY
IncomeTaxExpenseBenefit,2021,2021-12-31,11827000.0,CNY
IncomeTaxExpenseBenefit,2022,2022-12-31,8666000.0,CNY
IncomeTaxExpenseBenefit,2023,2023-12-31,5290400.0,CNY
IncomeTaxExpenseBenefit,2024,2024-12-31,11660400.0,CNY
IncomeTaxExpenseBenefit,2025,2025-12-31,3653399.9999999995,CNY
InventoryNet,2012,2012-12-31,32661100.0,CNY
InventoryNet,2013,2013-12-31,24370300.000000004,CNY
InventoryNet,2014,2014-12-31,35352500.0,CNY
InventoryNet,2015,2015-12-31,35375300.0,CNY
InventoryNet,2016,2016-12-31,41515800.0,CNY
InventoryNet,2017,2017-12-31,45344100.0,CNY
InventoryNet,2018,2018-12-31,61107700.00000001,CNY
InventoryNet,2019,2019-12-31,60133400.0,CNY
InventoryNet,2020,2020-12-31,42256600.0,CNY
InventoryNet,2021,2021-12-31,42973100.00000001,CNY
InventoryNet,2022,2022-12-31,71924000.0,CNY
InventoryNet,2023,2023-12-31,75532300.0,CNY
InventoryNet,2024,2024-12-31,69865900.0,CNY
InventoryNet,2025,2025-12-31,106000000.0,CNY
InvestmentIncome,2012,2012-12-31,3990000.0,CNY
InvestmentIncome,2013,2013-12-31,237900.0,CNY
InvestmentIncome,2014,2014-12-31,1298700.0,CNY
InvestmentIncome,2015,2015-12-31,1097500.0,CNY
InvestmentIncome,2016,2016-12-31,247200.0,CNY
InvestmentIncome,2017,2017-12-31,895200.0,CNY
InvestmentIncome,2018,2018-12-31,356100.0,CNY
InvestmentIncome,2019,2019-12-31,847600.0,CNY
InvestmentIncome,2020,2020-12-31,1654199.9999999998,CNY
InvestmentIncome,2021,2021-12-31,10656800.0,CNY
InvestmentIncome,2022,2022-12-31,2995100.0,CNY
InvestmentIncome,2023,2023-12-31,1103600.0,CNY
InvestmentIncome,2024,2024-12-31,3769200.0,CNY
InvestmentIncome,2025,2025-12-31,4450400.0,CNY
Liabilities,2012,2012-12-31,141000000.0,CNY
Liabilities,2013,2013-12-31,82051400.0,CNY
Liabilities,2014,2014-12-31,67704300.0,CNY
Liabilities,2015,2015-12-31,57999900.0,CNY
Liabilities,2016,2016-12-31,70203900.0,CNY
Liabilities,2017,2017-12-31,60828400.0,CNY
Liabilities,2018,2018-12-31,77724900.0,CNY
Liabilities,2019,2019-12-31,107000000.0,CNY
Liabilities,2020,2020-12-31,134000000.00000001,CNY
Liabilities,2021,2021-12-31,198000000.0,CNY
Liabilities,2022,2022-12-31,250999999.99999997,CNY
Liabilities,2023,2023-12-31,250999999.99999997,CNY
Liabilities,2024,2024-12-31,256999999.99999997,CNY
Liabilities,2025,2025-12-31,542000000.0,CNY
MinorityInterestIncome,2012,2012-12-31,529900.0,CNY
MinorityInterestIncome,2013,2013-12-31,-127899.99999999999,CNY
MinorityInterestIncome,2014,2014-12-31,-502100.0,CNY
MinorityInterestIncome,2015,2015-12-31,-316100.0,CNY
MinorityInterestIncome,2016,2016-12-31,-16100.000000000002,CNY
MinorityInterestIncome,2017,2017-12-31,298000.0,CNY
MinorityInterestIncome,2018,2018-12-31,-14200.0,CNY
MinorityInterestIncome,2019,2019-12-31,-8400.0,CNY
MinorityInterestIncome,2020,2020-12-31,0.0,CNY
MinorityInterestIncome,2021,2021-12-31,-2183600.0,CNY
MinorityInterestIncome,2022,2022-12-31,-4869200.0,CNY
MinorityInterestIncome,2023,2023-12-31,-5896799.999999999,CNY
MinorityInterestIncome,2024,2024-12-31,2374300.0,CNY
MinorityInterestIncome,2025,2025-12-31,-7249400.000000001,CNY
NetCashProvidedByUsedInOperatingActivities,2012,2012-12-31,-61011402.02,CNY
NetCashProvidedByUsedInOperatingActivities,2013,2013-12-31,99869357.44,CNY
NetCashProvidedByUsedInOperatingActivities,2014,2014-12-31,1985345.24,CNY
NetCashProvidedByUsedInOperatingActivities,2015,2015-12-31,21708428.08,CNY
NetCashProvidedByUsedInOperatingActivities,2016,2016-12-31,15817882.38,CNY
NetCashProvidedByUsedInOperatingActivities,2017,2017-12-31,16178221.41,CNY
NetCashProvidedByUsedInOperatingActivities,2018,2018-12-31,29577948.57,CNY
NetCashProvidedByUsedInOperatingActivities,2019,2019-12-31,71393032.23,CNY
NetCashProvidedByUsedInOperatingActivities,2020,2020-12-31,92530291.89,CNY
NetCashProvidedByUsedInOperatingActivities,2021,2021-12-31,164172569.87,CNY
NetCashProvidedByUsedInOperatingActivities,2022,2022-12-31,48952480.99,CNY
NetCashProvidedByUsedInOperatingActivities,2023,2023-12-31,-59144486.26,CNY
NetCashProvidedByUsedInOperatingActivities,2024,2024-12-31,115719688.81,CNY
NetCashProvidedByUsedInOperatingActivities,2025,2025-12-31,94544516.06,CNY
NetIncomeLoss,2012,2012-12-31,33391800.0,CNY
NetIncomeLoss,2013,2013-12-31,21716300.0,CNY
NetIncomeLoss,2014,2014-12-31,40823200.0,CNY
NetIncomeLoss,2015,2015-12-31,39926600.0,CNY
NetIncomeLoss,2016,2016-12-31,41353000.0,CNY
NetIncomeLoss,2017,2017-12-31,42297900.0,CNY
NetIncomeLoss,2018,2018-12-31,33484000.0,CNY
NetIncomeLoss,2019,2019-12-31,58777400.0,CNY
NetIncomeLoss,2020,2020-12-31,83389900.0,CNY
NetIncomeLoss,2021,2021-12-31,139000000.0,CNY
NetIncomeLoss,2022,2022-12-31,155000000.0,CNY
NetIncomeLoss,2023,2023-12-31,62160200.00000001,CNY
NetIncomeLoss,2024,2024-12-31,121000000.0,CNY
NetIncomeLoss,2025,2025-12-31,73979000.0,CNY
NetIncomeLossTotal,2012,2012-12-31,33921700.0,CNY
NetIncomeLossTotal,2013,2013-12-31,21588300.0,CNY
NetIncomeLossTotal,2014,2014-12-31,40321000.0,CNY
NetIncomeLossTotal,2015,2015-12-31,39610400.0,CNY
NetIncomeLossTotal,2016,2016-12-31,41336899.99999999,CNY
NetIncomeLossTotal,2017,2017-12-31,42596000.0,CNY
NetIncomeLossTotal,2018,2018-12-31,33469800.0,CNY
NetIncomeLossTotal,2019,2019-12-31,58769000.0,CNY
NetIncomeLossTotal,2020,2020-12-31,83389900.0,CNY
NetIncomeLossTotal,2021,2021-12-31,136000000.0,CNY
NetIncomeLossTotal,2022,2022-12-31,150000000.0,CNY
NetIncomeLossTotal,2023,2023-12-31,56263400.0,CNY
NetIncomeLossTotal,2024,2024-12-31,124000000.0,CNY
NetIncomeLossTotal,2025,2025-12-31,66729500.0,CNY
OperatingIncomeLoss,2012,2012-12-31,37904300.0,CNY
OperatingIncomeLoss,2013,2013-12-31,29022900.0,CNY
OperatingIncomeLoss,2014,2014-12-31,41832400.0,CNY
OperatingIncomeLoss,2015,2015-12-31,38883800.0,CNY
OperatingIncomeLoss,2016,2016-12-31,38689100.0,CNY
OperatingIncomeLoss,2017,2017-12-31,46280900.0,CNY
OperatingIncomeLoss,2018,2018-12-31,35143100.0,CNY
OperatingIncomeLoss,2019,2019-12-31,63902000.0,CNY
OperatingIncomeLoss,2020,2020-12-31,89258400.0,CNY
OperatingIncomeLoss,2021,2021-12-31,148000000.0,CNY
OperatingIncomeLoss,2022,2022-12-31,159000000.0,CNY
OperatingIncomeLoss,2023,2023-12-31,61315800.0,CNY
OperatingIncomeLoss,2024,2024-12-31,135000000.0,CNY
OperatingIncomeLoss,2025,2025-12-31,70642000.0,CNY
OtherOperatingIncome,2012,2012-12-31,0.0,CNY
OtherOperatingIncome,2013,2013-12-31,0.0,CNY
OtherOperatingIncome,2014,2014-12-31,0.0,CNY
OtherOperatingIncome,2015,2015-12-31,0.0,CNY
OtherOperatingIncome,2016,2016-12-31,0.0,CNY
OtherOperatingIncome,2017,2017-12-31,5665900.0,CNY
OtherOperatingIncome,2018,2018-12-31,4275100.0,CNY
OtherOperatingIncome,2019,2019-12-31,7863099.999999999,CNY
OtherOperatingIncome,2020,2020-12-31,5408099.999999999,CNY
OtherOperatingIncome,2021,2021-12-31,7752500.0,CNY
OtherOperatingIncome,2022,2022-12-31,10449700.0,CNY
OtherOperatingIncome,2023,2023-12-31,7470800.0,CNY
OtherOperatingIncome,2024,2024-12-31,5657900.0,CNY
OtherOperatingIncome,2025,2025-12-31,5754800.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2012,2012-12-31,7868800.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2013,2013-12-31,15129900.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2014,2014-12-31,5017000.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2015,2015-12-31,14546900.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2016,2016-12-31,3586100.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2017,2017-12-31,16960500.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2018,2018-12-31,5369200.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2019,2019-12-31,8721100.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2020,2020-12-31,7686200.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2021,2021-12-31,38034000.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2022,2022-12-31,33082000.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2023,2023-12-31,34607100.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2024,2024-12-31,63355800.0,CNY
PaymentsToAcquirePropertyPlantAndEquipment,2025,2025-12-31,51771200.0,CNY
ResearchAndDevelopmentExpense,2012,2012-12-31,0.0,CNY
ResearchAndDevelopmentExpense,2013,2013-12-31,0.0,CNY
ResearchAndDevelopmentExpense,2014,2014-12-31,0.0,CNY
ResearchAndDevelopmentExpense,2015,2015-12-31,0.0,CNY
ResearchAndDevelopmentExpense,2016,2016-12-31,0.0,CNY
ResearchAndDevelopmentExpense,2017,2017-12-31,31613000.0,CNY
ResearchAndDevelopmentExpense,2018,2018-12-31,34205600.0,CNY
ResearchAndDevelopmentExpense,2019,2019-12-31,39093400.0,CNY
ResearchAndDevelopmentExpense,2020,2020-12-31,51715200.00000001,CNY
ResearchAndDevelopmentExpense,2021,2021-12-31,73623600.0,CNY
ResearchAndDevelopmentExpense,2022,2022-12-31,96972700.0,CNY
ResearchAndDevelopmentExpense,2023,2023-12-31,90406900.0,CNY
ResearchAndDevelopmentExpense,2024,2024-12-31,46991000.0,CNY
ResearchAndDevelopmentExpense,2025,2025-12-31,72950100.0,CNY
Revenues,2012,2012-12-31,200999999.99999997,CNY
Revenues,2013,2013-12-31,166000000.0,CNY
Revenues,2014,2014-12-31,196000000.0,CNY
Revenues,2015,2015-12-31,213000000.0,CNY
Revenues,2016,2016-12-31,238000000.0,CNY
Revenues,2017,2017-12-31,277000000.0,CNY
Revenues,2018,2018-12-31,293000000.0,CNY
Revenues,2019,2019-12-31,368000000.0,CNY
Revenues,2020,2020-12-31,422000000.0,CNY
Revenues,2021,2021-12-31,582000000.0,CNY
Revenues,2022,2022-12-31,695000000.0,CNY
Revenues,2023,2023-12-31,749000000.0,CNY
Revenues,2024,2024-12-31,836000000.0,CNY
Revenues,2025,2025-12-31,825000000.0,CNY
SellingExpense,2012,2012-12-31,11956800.0,CNY
SellingExpense,2013,2013-12-31,8717700.0,CNY
SellingExpense,2014,2014-12-31,8430400.0,CNY
SellingExpense,2015,2015-12-31,7709299.999999999,CNY
SellingExpense,2016,2016-12-31,11100000.0,CNY
SellingExpense,2017,2017-12-31,12835500.0,CNY
SellingExpense,2018,2018-12-31,14648200.0,CNY
SellingExpense,2019,2019-12-31,12310800.0,CNY
SellingExpense,2020,2020-12-31,12883599.999999998,CNY
SellingExpense,2021,2021-12-31,15469400.0,CNY
SellingExpense,2022,2022-12-31,17822400.0,CNY
SellingExpense,2023,2023-12-31,67298800.0,CNY
SellingExpense,2024,2024-12-31,37027200.0,CNY
SellingExpense,2025,2025-12-31,45023500.0,CNY
ShortTermBorrowings,2012,2012-12-31,10000000.0,CNY
ShortTermBorrowings,2013,2013-12-31,0.0,CNY
ShortTermBorrowings,2014,2014-12-31,1000000.0,CNY
ShortTermBorrowings,2015,2015-12-31,0.0,CNY
ShortTermBorrowings,2016,2016-12-31,500000.0,CNY
ShortTermBorrowings,2017,2017-12-31,0.0,CNY
ShortTermBorrowings,2018,2018-12-31,0.0,CNY
ShortTermBorrowings,2019,2019-12-31,0.0,CNY
ShortTermBorrowings,2020,2020-12-31,1000000.0,CNY
ShortTermBorrowings,2021,2021-12-31,0.0,CNY
ShortTermBorrowings,2022,2022-12-31,0.0,CNY
ShortTermBorrowings,2023,2023-12-31,8558500.0,CNY
ShortTermBorrowings,2024,2024-12-31,0.0,CNY
ShortTermBorrowings,2025,2025-12-31,10003100.0,CNY
ShortTermInvestments,2012,2012-12-31,0.0,CNY
ShortTermInvestments,2013,2013-12-31,0.0,CNY
ShortTermInvestments,2014,2014-12-31,0.0,CNY
ShortTermInvestments,2015,2015-12-31,0.0,CNY
ShortTermInvestments,2016,2016-12-31,0.0,CNY
ShortTermInvestments,2017,2017-12-31,0.0,CNY
ShortTermInvestments,2018,2018-12-31,0.0,CNY
ShortTermInvestments,2019,2019-12-31,21000000.0,CNY
ShortTermInvestments,2020,2020-12-31,136000000.0,CNY
ShortTermInvestments,2021,2021-12-31,354000000.0,CNY
ShortTermInvestments,2022,2022-12-31,339000000.0,CNY
ShortTermInvestments,2023,2023-12-31,307000000.0,CNY
ShortTermInvestments,2024,2024-12-31,284000000.0,CNY
ShortTermInvestments,2025,2025-12-31,381000000.0,CNY
StockholdersEquity,2012,2012-12-31,139906385.46,CNY
StockholdersEquity,2013,2013-12-31,151207646.02,CNY
StockholdersEquity,2014,2014-12-31,171093763.66,CNY
StockholdersEquity,2015,2015-12-31,195157767.66,CNY
StockholdersEquity,2016,2016-12-31,227898560.13,CNY
StockholdersEquity,2017,2017-12-31,274268060.28,CNY
StockholdersEquity,2018,2018-12-31,295313369.45,CNY
StockholdersEquity,2019,2019-12-31,339530000.0,CNY
StockholdersEquity,2020,2020-12-31,407617971.75,CNY
StockholdersEquity,2021,2021-12-31,927678109.97,CNY
StockholdersEquity,2022,2022-12-31,1110428451.1,CNY
StockholdersEquity,2023,2023-12-31,1249439548.19,CNY
StockholdersEquity,2024,2024-12-31,1323916333.76,CNY
StockholdersEquity,2025,2025-12-31,1345528833.34,CNY
TaxesAndSurcharges,2012,2012-12-31,4293900.0,CNY
TaxesAndSurcharges,2013,2013-12-31,1808300.0000000002,CNY
TaxesAndSurcharges,2014,2014-12-31,1404500.0,CNY
TaxesAndSurcharges,2015,2015-12-31,1268000.0,CNY
TaxesAndSurcharges,2016,2016-12-31,1850600.0,CNY
TaxesAndSurcharges,2017,2017-12-31,1924700.0,CNY
TaxesAndSurcharges,2018,2018-12-31,2378300.0,CNY
TaxesAndSurcharges,2019,2019-12-31,2620200.0,CNY
TaxesAndSurcharges,2020,2020-12-31,3175200.0,CNY
TaxesAndSurcharges,2021,2021-12-31,3818500.0,CNY
TaxesAndSurcharges,2022,2022-12-31,4030200.0,CNY
TaxesAndSurcharges,2023,2023-12-31,3425299.9999999995,CNY
TaxesAndSurcharges,2024,2024-12-31,5060300.0,CNY
TaxesAndSurcharges,2025,2025-12-31,5450500.0,CNY
