concept,fiscal_year,period_end,value,unit
AccountsReceivableNetCurrent,2007,2007-12-31,2537900.0,CNY
AccountsReceivableNetCurrent,2008,2008-12-31,26376100.0,CNY
AccountsReceivableNetCurrent,2009,2009-12-31,118000000.0,CNY
AccountsReceivableNetCurrent,2010,2010-12-31,81836100.0,CNY
AccountsReceivableNetCurrent,2011,2011-12-31,187000000.0,CNY
AccountsReceivableNetCurrent,2012,2012-12-31,370000000.0,CNY
AccountsReceivableNetCurrent,2013,2013-12-31,236000000.0,CNY
AccountsReceivableNetCurrent,2014,2014-12-31,507000000.0,CNY
AccountsReceivableNetCurrent,2015,2015-12-31,1707999999.9999998,CNY
AccountsReceivableNetCurrent,2016,2016-12-31,2300000000.0,CNY
AccountsReceivableNetCurrent,2017,2017-12-31,3926000000.0,CNY
AccountsReceivableNetCurrent,2018,2018-12-31,4363000000.0,CNY
AccountsReceivableNetCurrent,2019,2019-12-31,3826000000.0,CNY
AccountsReceivableNetCurrent,2020,2020-12-31,7270999999.999999,CNY
AccountsReceivableNetCurrent,2021,2021-12-31,7853000000.0,CNY
AccountsReceivableNetCurrent,2022,2022-12-31,9076000000.0,CNY
AccountsReceivableNetCurrent,2023,2023-12-31,10856000000.0,CNY
AccountsReceivableNetCurrent,2024,2024-12-31,13941000000.0,CNY
AccountsReceivableNetCurrent,2025,2025-12-31,11551000000.0,CNY
AssetDisposalIncome,2007,2007-12-31,0.0,CNY
AssetDisposalIncome,2008,2008-12-31,0.0,CNY
AssetDisposalIncome,2009,2009-12-31,0.0,CNY
AssetDisposalIncome,2010,2010-12-31,0.0,CNY
AssetDisposalIncome,2011,2011-12-31,0.0,CNY
AssetDisposalIncome,2012,2012-12-31,0.0,CNY
AssetDisposalIncome,2013,2013-12-31,0.0,CNY
AssetDisposalIncome,2014,2014-12-31,0.0,CNY
AssetDisposalIncome,2015,2015-12-31,0.0,CNY
AssetDisposalIncome,2016,2016-12-31,2082500.0,CNY
AssetDisposalIncome,2017,2017-12-31,-8313600.0,CNY
AssetDisposalIncome,2018,2018-12-31,-4307800.0,CNY
AssetDisposalIncome,2019,2019-12-31,-58643300.0,CNY
AssetDisposalIncome,2020,2020-12-31,-11845200.0,CNY
AssetDisposalIncome,2021,2021-12-31,-27238900.0,CNY
AssetDisposalIncome,2022,2022-12-31,-17527800.0,CNY
AssetDisposalIncome,2023,2023-12-31,-71331800.0,CNY
AssetDisposalIncome,2024,2024-12-31,-147000000.0,CNY
AssetDisposalIncome,2025,2025-12-31,-6226300.0,CNY
AssetImpairmentLoss,2007,2007-12-31,1911500.0,CNY
